"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao";
"110541959";"01B";"PSICOLOGIA - SANTA CRUZ - MT - BACHARELADO";"102160763";"PSICOLOGIA";"10";"10";"15";"";"";"";"147";"4050";"405";"210";"240";"2535";"147";"900";"22";"25";"31";"330";"";"465";"1";"2015";"";
"95617859";"01";"GESTÃO PÚBLICA - CAICÓ - I - TECNOLÓGICO";"92017023";"GESTÃO PÚBLICA";"5";"5";"6";"";"";"";"114";"1710";"0";"0";"240";"1710";"114";"0";"6";"24";"26";"240";"";"0";"1";"2013";"";
"98672530";"PLETCN1";"";"98199604";"MESTRADO PROFISSIONAL EM LETRAS - PROFLETRAS/CN";"12";"24";"30";"12";"24";"30";"9";"420";"135";"";"0";"285";"0";"0";"2";"12";"20";"0";"";"";"1";"2013";"";
"140061";"PE";"";"315785";"MESTRADO EM MATEMÁTICA APLICADA E ESTATÍSTICA";"12";"24";"30";"12";"24";"30";"24";"360";"120";"";"240";"240";"16";"0";"2";"12";"16";"1";"0";"";"2";"2006";"";
"106797125";"mpart1";"";"106146377";"MESTRADO PROFISSIONAL EM ENSINO DE ARTES - PROFARTES";"12";"24";"30";"12";"24";"30";"8";"420";"120";"";"0";"300";"0";"0";"1";"12";"24";"0";"";"";"2";"2014";"";
"84763119";"MRN1";"";"84739892";"MESTRADO PROFISSIONAL EM MATEMÁTICA EM REDE NACIONAL";"12";"24";"30";"12";"24";"30";"16";"1200";"240";"";"0";"960";"0";"0";"1";"15";"30";"1";"";"";"1";"2011";"";
"11431031";"08";"";"97472250";"ZZZ MEST";"12";"24";"30";"12";"24";"30";"13";"195";"0";"";"240";"195";"13";"0";"1";"15";"30";"15";"";"";"1";"2009";"";
"121644898";"tm3";"";"88211810";"MESTRADO PROFISSIONAL EM SAÚDE DA FAMÍLIA";"12";"24";"30";"12";"24";"30";"0";"565";"0";"";"0";"565";"0";"0";"";"";"";"0";"";"";"2";"2017";"";
"119466854";"ECNM2";"";"315756";"MESTRADO PROFISSIONAL EM ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA";"12";"24";"30";"12";"24";"30";"28";"465";"240";"";"0";"180";"12";"45";"";"";"";"1";"";"";"2";"2016";"";
"119342519";"ETIM001";"";"119342264";"MESTRADO PROFISSIONAL EM EDUCAÇÃO, TRABALHO E INOVAÇÃO EM MEDICINA";"12";"24";"30";"12";"24";"30";"21";"315";"90";"";"0";"225";"15";"0";"";"";"";"0";"";"";"2";"2016";"";
"51333655";"01F";"ARTES VISUAIS - NATAL - MT - LICENCIATURA";"2000123";"ARTES VISUAIS";"8";"8";"12";"";"";"";"103";"2970";"720";"0";"240";"1545";"103";"705";"7";"24";"28";"105";"";"0";"1";"2011";"";
"140013";"02";"";"315768";"MESTRADO EM BIOECOLOGIA AQUÁTICA";"12";"24";"30";"12";"24";"30";"18";"270";"0";"";"240";"270";"18";"0";"2";"18";"23";"1";"0";"";"1";"2005";"";
"90774212";"MEST02";"";"315781";"MESTRADO EM DESENVOLVIMENTO E MEIO AMBIENTE";"12";"24";"30";"12";"24";"30";"13";"226";"1";"";"0";"225";"13";"0";"1";"12";"24";"1";"";"";"2";"2012";"";
"126121649";"2018";"";"5036031";"RESIDÊNCIA MÉDICA EM ENDOCRINOLOGIA";"";"";"";"";"";"";"0";"6240";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2018";"";
"124868739";"MEST17";"";"123079207";"MESTRADO EM ENSINO DE CIÊNCIAS E MATEMÁTICA";"12";"24";"30";"12";"24";"30";"16";"240";"0";"";"0";"240";"16";"0";"";"";"";"0";"";"";"2";"2017";"";
"122836042";"PAT_17D";"";"315734";"DOUTORADO EM PATOLOGIA ORAL";"24";"48";"54";"24";"48";"54";"0";"405";"0";"";"0";"405";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"121876517";"MPPSE1";"";"121875454";"MESTRADO PROFISSIONAL EM PRÁTICAS DE SAÚDE E EDUCAÇÃO";"12";"24";"30";"12";"24";"30";"3";"360";"45";"";"0";"315";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"122541685";"MPES2";"";"100181629";"MESTRADO PROFISSIONAL EM ENGENHARIA DE SOFTWARE";"12";"24";"36";"12";"24";"36";"24";"360";"240";"";"0";"120";"8";"0";"";"";"";"0";"";"";"1";"2017";"";
"104128179";"01D";"GESTÃO DE POLÍTICAS PÚBLICAS - NATAL - N - BACHARELADO";"10426760";"GESTÃO DE POLÍTICAS PÚBLICAS";"6";"6";"9";"";"";"";"0";"2410";"1215";"400";"240";"0";"0";"795";"1";"22";"30";"150";"";"0";"2";"2014";"";
"121631446";"05A";"ADMINISTRAÇÃO - CURRAIS NOVOS - TN - BACHARELADO";"2000004";"ADMINISTRAÇÃO";"9";"9";"14";"";"";"";"160";"3090";"360";"155";"240";"2400";"160";"175";"";"";"";"60";"";"0";"1";"2017";"";
"121627123";"ITE17";"";"121508460";"MESTRADO PROFISSIONAL EM INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS";"12";"24";"30";"12";"24";"30";"12";"360";"180";"";"0";"180";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"101658777";"02";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"7";"7";"10";"";"";"";"0";"2600";"1440";"140";"120";"1020";"0";"0";"2";"28";"32";"30";"";"0";"1";"2014";"";
"101669382";"02";"TECNOLOGIA DA INFORMAÇÃO - NATAL - N - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"6";"9";"13";"";"";"";"0";"2600";"300";"140";"120";"2160";"0";"0";"2";"20";"32";"30";"";"0";"1";"2014";"";
"119114118";"04";"MEDICINA - NATAL - MTN - FORMAÇÃO";"2000056";"MEDICINA";"12";"12";"18";"";"";"";"144";"8332";"400";"417";"240";"3930";"144";"3585";"";"";"";"60";"";"0";"2";"2016";"";
"98672348";"PLETNT1";"";"98200045";"MESTRADO PROFISSIONAL EM LETRAS - PROFLETRAS/NAT";"12";"24";"30";"12";"24";"30";"12";"420";"135";"";"0";"285";"3";"0";"2";"12";"20";"0";"";"";"1";"2013";"";
"51491429";"MEST";"";"315747";"MESTRADO EM ENFERMAGEM";"12";"24";"30";"12";"24";"30";"10";"151";"1";"";"0";"150";"10";"0";"2";"12";"30";"1";"";"";"1";"2011";"";
"8917690";"01";"ZOOTECNIA - MACAÍBA - MT - FORMAÇÃO";"6358080";"ZOOTECNIA";"10";"10";"14";"";"";"";"175";"3870";"780";"0";"240";"2625";"175";"465";"15";"30";"40";"15";"";"0";"1";"2009";"";
"506167920";"01B";"QUÍMICA - NATAL - M - LICENCIATURA";"111635075";"QUÍMICA";"8";"8";"12";"";"";"";"153";"3165";"240";"0";"240";"2295";"153";"630";"12";"26";"30";"180";"";"0";"1";"2011";"";
"140085";"01";"";"315767";"DOUTORADO EM ARQUITETURA E URBANISMO";"24";"48";"60";"24";"48";"60";"9";"135";"135";"";"240";"0";"0";"0";"2";"12";"20";"0";"0";"";"1";"2007";"";
"126820854";"1A";"";"117522695";"RESIDENCIA EM ANESTESIOLOGIA/RESANES/HUAB";"";"";"";"";"";"";"0";"8520";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"140093";"04";"";"315732";"ZZZ MEST";"12";"24";"30";"12";"24";"30";"25";"375";"0";"";"240";"375";"25";"0";"2";"10";"20";"1";"0";"";"1";"2007";"";
"123438351";"02";"";"11519550";"MESTRADO EM ESTUDOS DA MÍDIA";"12";"24";"30";"12";"24";"30";"26";"390";"90";"";"0";"300";"20";"0";"";"";"";"0";"";"";"1";"2017";"";
"123162438";"BIOL_17";"";"315782";"MESTRADO EM CIÊNCIAS BIOLÓGICAS";"12";"24";"30";"12";"24";"30";"8";"360";"120";"";"0";"240";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"20849290";"01";"";"2060661";"RESIDÊNCIA MÉDICA EM UROLOGIA";"18";"24";"30";"";"";"";"0";"317";"0";"";"240";"0";"0";"317";"0";"0";"0";"200";"";"";"1";"2007";"";
"140057";"02";"";"315752";"DOUTORADO EM ENGENHARIA MECÂNICA";"24";"48";"60";"24";"48";"60";"36";"540";"540";"";"240";"0";"0";"0";"1";"12";"15";"0";"0";"";"1";"2006";"";
"20395570";"03";"";"315737";"MESTRADO EM PSICOLOGIA";"12";"24";"30";"12";"24";"30";"16";"240";"0";"";"240";"240";"16";"0";"1";"12";"24";"1";"";"";"1";"2010";"";
"509855090";"001";"";"50839645";"MESTRADO EM SISTEMÁTICA E EVOLUÇÃO";"12";"24";"30";"12";"24";"30";"6";"360";"90";"";"0";"270";"0";"0";"1";"16";"20";"0";"";"";"1";"2011";"";
"97802598";"D-01";"";"96146345";"DOUTORADO EM SISTEMÁTICA E EVOLUÇÃO";"24";"48";"48";"24";"48";"48";"14";"450";"210";"";"0";"240";"0";"0";"1";"12";"20";"0";"";"";"1";"2013";"";
"21988940";"M10";"";"315769";"MESTRADO EM BIOQUÍMICA";"12";"24";"30";"12";"24";"30";"10";"360";"150";"";"240";"210";"0";"0";"1";"12";"24";"0";"";"";"1";"2010";"";
"139997";"01";"";"315781";"MESTRADO EM DESENVOLVIMENTO E MEIO AMBIENTE";"12";"24";"30";"12";"24";"30";"15";"255";"180";"";"240";"75";"3";"0";"1";"12";"24";"1";"0";"";"2";"2004";"";
"121323873";"02";"AGRONOMIA - MACAÍBA - MTN - FORMAÇÃO";"2576632";"AGRONOMIA";"10";"10";"14";"";"";"";"186";"3720";"420";"210";"240";"2790";"186";"300";"";"";"";"30";"";"420";"1";"2017";"";
"15403280";"01";"";"9300591";"DOUTORADO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS";"24";"48";"60";"24";"48";"60";"27";"540";"90";"";"240";"450";"21";"0";"1";"12";"15";"0";"";"";"2";"2009";"";
"115271549";"02";"ENGENHARIA DE MATERIAIS - NATAL - N - FORMAÇÃO";"2000027";"ENGENHARIA DE MATERIAIS";"11";"11";"14";"";"";"";"80";"3680";"420";"190";"120";"2820";"80";"250";"4";"20";"30";"270";"";"0";"1";"2016";"";
"122284140";"GIS1";"";"121508483";"MESTRADO PROFISSIONAL EM GESTÃO E INOVAÇÃO EM SAÚDE";"12";"24";"30";"12";"24";"30";"25";"375";"120";"";"0";"255";"17";"0";"";"";"";"1";"";"";"1";"2017";"";
"101659860";"02";"TECNOLOGIA DA INFORMAÇÃO - NATAL - N - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"9";"9";"13";"";"";"";"0";"2600";"1440";"140";"120";"1020";"0";"0";"2";"28";"32";"30";"";"0";"1";"2014";"";
"120480419";"02";"BIOMEDICINA - NATAL - MT - BACHARELADO";"2000122";"BIOMEDICINA";"9";"9";"13";"";"";"";"158";"4030";"405";"210";"240";"2370";"158";"1045";"";"";"";"15";"";"0";"1";"2017";"";
"126769396";"GOB2018";"";"110378615";"RESIDÊNCIA MÉDICA EM GINECOLOGIA E OBSTETRÍCIA";"";"";"";"";"";"";"0";"8580";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"101668583";"02";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"6";"7";"10";"";"";"";"0";"2600";"300";"140";"120";"1950";"0";"210";"2";"28";"32";"30";"";"0";"1";"2014";"";
"140094";"05";"";"315732";"ZZZ MEST";"12";"24";"30";"12";"24";"30";"0";"0";"0";"";"240";"0";"0";"0";"2";"10";"40";"1";"0";"";"1";"2007";"";
"140029";"01";"";"315738";"DOUTORADO EM PSICOLOGIA SOCIAL";"24";"48";"60";"24";"48";"60";"20";"300";"0";"";"240";"300";"20";"0";"2";"40";"40";"1";"0";"";"1";"2003";"";
"139977";"01";"";"315730";"MESTRADO EM GEOCIÊNCIAS";"12";"24";"36";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"24";"";"0";"";"1";"1996";"";
"140063";"01";"";"315760";"DOUTORADO EM FILOSOFIA";"30";"42";"48";"30";"42";"48";"10";"150";"90";"";"240";"60";"4";"0";"1";"4";"16";"0";"0";"";"1";"2006";"";
"139971";"01";"";"315727";"MESTRADO EM FÍSICA";"12";"24";"30";"12";"24";"30";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"99";"15";"0";"";"1";"2000";"";
"140088";"03";"";"315736";"DOUTORADO EM PSICOBIOLOGIA";"24";"48";"60";"24";"48";"60";"12";"180";"60";"";"240";"120";"8";"0";"2";"12";"24";"1";"0";"";"1";"2006";"";
"95726224";"D-01";"";"95726200";"DOUTORADO EM FISIOTERAPIA";"24";"48";"54";"24";"48";"54";"15";"225";"165";"";"0";"60";"4";"0";"2";"12";"24";"1";"";"";"1";"2013";"";
"139956";"01";"";"315768";"MESTRADO EM BIOECOLOGIA AQUÁTICA";"12";"24";"30";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"99";"";"0";"";"0";"0";"";
"101637277";"01C";"CIÊNCIAS ATUARIAIS - NATAL - N - BACHARELADO";"6633741";"CIÊNCIAS ATUARIAIS";"8";"8";"12";"";"";"";"128";"2490";"300";"0";"240";"1920";"128";"270";"4";"20";"28";"30";"";"0";"1";"2014";"";
"124712741";"MTUR-1";"";"507421";"MESTRADO EM TURISMO";"12";"24";"30";"12";"24";"30";"24";"360";"210";"";"0";"150";"10";"0";"";"";"";"0";"";"";"1";"2017";"";
"102359682";"02";"CIÊNCIA DA COMPUTAÇÃO - NATAL - MT - BACHARELADO";"2000013";"CIÊNCIA DA COMPUTAÇÃO";"10";"10";"15";"";"";"";"48";"3290";"420";"170";"240";"2610";"48";"90";"12";"24";"30";"180";"";"0";"1";"2014";"";
"140069";"01";"";"315787";"DOUTORADO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO";"24";"48";"60";"24";"48";"60";"0";"180";"0";"";"240";"180";"0";"0";"1";"12";"99";"1";"0";"";"2";"2006";"";
"124767317";"PQT2017";"";"5036035";"RESIDÊNCIA MÉDICA EM PSIQUIATRIA";"";"";"";"";"";"";"0";"8701";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"11431030";"07";"";"315732";"ZZZ MEST";"12";"24";"30";"12";"24";"30";"13";"195";"0";"";"240";"195";"13";"0";"1";"15";"30";"15";"";"";"1";"2009";"";
"9510500";"03";"";"315769";"MESTRADO EM BIOQUÍMICA";"12";"24";"30";"12";"24";"30";"0";"210";"0";"";"240";"210";"0";"0";"2";"12";"24";"1";"";"";"1";"2009";"";
"121805816";"FONO1";"";"121804772";"MESTRADO EM FONOAUDIOLOGIA";"12";"24";"30";"12";"24";"30";"8";"300";"120";"";"0";"180";"0";"0";"";"";"";"0";"";"";"1";"2017";"";
"121124901";"02";"ENGENHARIA DE PETRÓLEO - NATAL - MTN - FORMAÇÃO";"2071220";"ENGENHARIA DE PETRÓLEO";"10";"10";"16";"";"";"";"72";"3660";"660";"190";"180";"2580";"72";"230";"";"";"";"60";"";"540";"1";"2017";"";
"14329520";"5";"";"315749";"MESTRADO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"12";"24";"30";"12";"24";"30";"24";"360";"360";"";"240";"0";"0";"0";"1";"12";"20";"0";"";"";"2";"2009";"";
"85470630";"01";"ENGENHARIA MECATRÔNICA - NATAL - MT - FORMAÇÃO";"85437055";"ENGENHARIA MECATRÔNICA";"10";"10";"12";"";"";"";"88";"3790";"420";"0";"60";"3090";"88";"280";"8";"26";"32";"15";"";"0";"1";"2012";"";
"108427169";"02";"ENGENHARIA FLORESTAL - MACAÍBA - MT - FORMAÇÃO";"8068230";"ENGENHARIA FLORESTAL";"10";"10";"15";"";"";"";"196";"3840";"405";"195";"240";"2940";"196";"300";"2";"26";"35";"30";"";"0";"1";"2015";"";
"121495544";"MSF2017";"";"88211810";"MESTRADO PROFISSIONAL EM SAÚDE DA FAMÍLIA";"12";"24";"30";"12";"24";"30";"0";"575";"0";"";"0";"575";"0";"0";"";"";"";"0";"";"";"1";"2015";"";
"105694093";"02";"ENGENHARIA DE SOFTWARE - NATAL - MT - BACHARELADO";"17848940";"ENGENHARIA DE SOFTWARE";"9";"9";"14";"";"";"";"66";"3600";"540";"190";"240";"2490";"66";"380";"12";"26";"30";"180";"";"0";"2";"2014";"";
"119075210";"02";"ENGENHARIA DE TELECOMUNICAÇÕES - NATAL - N - FORMAÇÃO";"85322080";"ENGENHARIA DE TELECOMUNICAÇÕES";"11";"11";"16";"";"";"";"79";"3690";"420";"190";"60";"2850";"79";"230";"";"";"";"15";"";"0";"2";"2016";"";
"9510502";"02";"";"9513330";"MESTRADO EM ECOLOGIA";"12";"24";"36";"12";"24";"36";"5";"375";"75";"";"240";"300";"0";"0";"2";"12";"24";"1";"";"";"1";"2009";"";
"103681665";"TIA";"";"5036024";"RESIDÊNCIA EM TERAPIA INTENSIVA ADULTO";"24";"24";"30";"";"";"";"0";"5470";"322";"";"0";"540";"0";"4608";"";"";"";"1000";"";"";"1";"2014";"";
"103460884";"TIN04";"";"5036025";"RESIDÊNCIA EM TERAPIA INTENSIVA NEONATAL";"24";"24";"28";"";"";"";"0";"4935";"0";"";"0";"587";"0";"4348";"";"";"";"2880";"";"";"1";"2014";"";
"20323650";"02";"";"17275730";"DOUTORADO EM PSICOLOGIA";"24";"48";"60";"24";"48";"60";"20";"300";"0";"";"240";"300";"20";"0";"1";"16";"28";"1";"";"";"1";"2010";"";
"140021";"02";"";"315729";"MESTRADO EM GENÉTICA E BIOLOGIA MOLECULAR";"12";"24";"30";"12";"24";"30";"14";"210";"0";"";"240";"210";"14";"0";"2";"12";"24";"1";"0";"";"1";"2004";"";
"140022";"01";"";"315729";"MESTRADO EM GENÉTICA E BIOLOGIA MOLECULAR";"12";"24";"30";"12";"24";"30";"0";"0";"0";"";"240";"0";"0";"0";"2";"12";"24";"1";"0";"";"1";"2003";"";
"505612071";"04A";"DIREITO - NATAL - N - BACHARELADO";"2000018";"DIREITO";"1";"11";"16";"";"";"";"180";"3700";"435";"0";"240";"2700";"180";"565";"4";"24";"26";"60";"";"0";"2";"2010";"";
"106053722";"dout14";"";"315740";"DOUTORADO EM QUÍMICA";"24";"48";"54";"24";"48";"54";"24";"360";"300";"";"0";"60";"4";"0";"1";"8";"12";"0";"";"";"2";"2014";"";
"100844";"02";"MÚSICA - NATAL - INSTRUMENTO - MT - BACHARELADO";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"36";"3075";"1650";"0";"240";"540";"36";"885";"1";"98";"99";"15";"0";"0";"2";"2006";"";
"505860901";"03B";"SERVIÇO SOCIAL - NATAL - T - BACHARELADO";"2000068";"SERVIÇO SOCIAL";"8";"8";"12";"";"";"";"132";"2850";"285";"";"240";"1980";"132";"585";"8";"26";"26";"120";"";"";"1";"2011";"";
"124829829";"MEST15";"";"315775";"MESTRADO EM CIÊNCIAS FARMACÊUTICAS";"12";"24";"30";"12";"24";"30";"12";"360";"180";"";"0";"180";"0";"0";"";"";"";"0";"";"";"2";"2015";"";
"15390970";"01";"ADMINISTRAÇÃO PÚBLICA - NATAL - I - BACHARELADO";"15315770";"ADMINISTRAÇÃO PÚBLICA";"8";"8";"12";"";"";"";"150";"3000";"300";"0";"240";"2250";"150";"450";"2";"22";"30";"15";"";"570";"1";"2010";"";
"140019";"01";"";"315784";"MESTRADO EM ANTROPOLOGIA SOCIAL";"12";"24";"30";"12";"24";"30";"12";"180";"0";"";"240";"180";"12";"0";"2";"10";"28";"1";"0";"";"1";"2005";"";
"140068";"MM";"";"315785";"MESTRADO EM MATEMÁTICA APLICADA E ESTATÍSTICA";"12";"24";"30";"12";"24";"30";"24";"360";"135";"";"240";"225";"15";"0";"2";"12";"16";"1";"0";"";"2";"2006";"";
"139963";"04";"";"315758";"DOUTORADO EM ESTUDOS DA LINGUAGEM";"24";"48";"60";"24";"48";"60";"0";"0";"0";"";"240";"0";"0";"0";"1";"6";"20";"1";"0";"";"1";"2004";"";
"85278443";"03B";"CIÊNCIAS SOCIAIS - NATAL - M - BACHARELADO";"2000015";"CIÊNCIAS SOCIAIS";"8";"8";"12";"";"";"";"104";"2520";"660";"0";"240";"1560";"104";"300";"2";"16";"30";"60";"";"0";"1";"2011";"";
"108819666";"04";"MATEMÁTICA - NATAL - N - LICENCIATURA";"111635066";"MATEMÁTICA";"8";"8";"12";"";"";"";"128";"2820";"300";"200";"120";"1920";"128";"400";"4";"22";"34";"60";"";"0";"1";"2015";"";
"95955514";"001";"";"95868917";"MESTRADO EM MÚSICA";"12";"24";"30";"12";"24";"30";"25";"375";"60";"";"0";"315";"21";"0";"1";"16";"32";"1";"";"";"1";"2013";"";
"122650746";"GEO17M";"";"315731";"MESTRADO EM GEOGRAFIA";"12";"24";"30";"12";"24";"30";"24";"360";"270";"";"0";"90";"6";"0";"";"";"";"0";"";"";"1";"2017";"";
"104890655";"GP2013";"";"84798578";"MESTRADO PROFISSIONAL EM GESTÃO PÚBLICA";"18";"24";"24";"18";"24";"24";"24";"360";"210";"";"0";"150";"10";"0";"2";"6";"12";"0";"";"";"1";"2013";"";
"140031";"02";"";"315755";"MESTRADO EM ENGENHARIA SANITÁRIA";"6";"24";"30";"6";"24";"30";"24";"360";"180";"";"240";"180";"12";"0";"1";"21";"30";"1";"0";"";"1";"2005";"";
"110542944";"01B";"PSICOLOGIA - SANTA CRUZ - MT - BACHARELADO";"102160763";"PSICOLOGIA";"10";"10";"15";"";"";"";"147";"4050";"405";"210";"240";"2535";"147";"900";"22";"25";"31";"330";"";"465";"1";"2015";"";
"140062";"01";"";"315786";"MESTRADO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO";"12";"24";"30";"12";"24";"30";"12";"360";"180";"";"240";"180";"0";"0";"1";"12";"99";"0";"0";"";"2";"2006";"";
"14329521";"6";"";"315749";"MESTRADO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"12";"24";"30";"12";"24";"30";"24";"360";"360";"";"240";"0";"0";"0";"1";"12";"20";"0";"";"";"2";"2009";"";
"106053142";"mest14";"";"315739";"MESTRADO EM QUÍMICA";"12";"24";"30";"12";"24";"30";"18";"270";"240";"";"0";"30";"2";"0";"1";"4";"12";"1";"";"";"2";"2014";"";
"109515503";"02";"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MACAÍBA - MTN - TECNOLÓGICO";"94598200";"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS";"6";"6";"9";"";"";"";"106";"2295";"240";"180";"240";"1590";"106";"285";"15";"30";"40";"225";"";"0";"2";"2015";"";
"110542153";"01B";"PSICOLOGIA - SANTA CRUZ - MT - BACHARELADO";"102160763";"PSICOLOGIA";"10";"10";"15";"";"";"";"147";"4050";"405";"210";"240";"2535";"147";"900";"22";"25";"31";"330";"";"465";"1";"2015";"";
"107405230";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - MT - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"0";"2400";"1020";"120";"240";"1260";"0";"0";"180";"420";"480";"180";"";"0";"1";"2015";"";
"94076305";"02";"DIREITO - CAICÓ - TN - BACHARELADO";"2000019";"DIREITO";"10";"10";"16";"";"";"";"198";"3700";"480";"0";"240";"2970";"198";"250";"1";"3";"30";"300";"";"0";"1";"2013";"";
"84869976";"01A";"GESTÃO PÚBLICA - NATAL - MTN - TECNOLÓGICO";"2000160";"GESTÃO PÚBLICA";"5";"5";"7";"";"";"";"0";"1800";"30";"";"240";"1680";"0";"90";"1";"99";"99";"15";"";"";"1";"2011";"";
"103519690";"NUT-01";"";"102923840";"ZZZ MEST";"12";"24";"30";"12";"24";"30";"9";"135";"0";"";"0";"135";"9";"0";"2";"8";"16";"1";"";"";"1";"2014";"";
"139996";"01";"";"315780";"MESTRADO EM HISTÓRIA";"12";"24";"30";"12";"24";"30";"20";"300";"120";"";"240";"180";"12";"0";"4";"12";"50";"0";"0";"";"1";"2005";"";
"100715605";"LET1M";"";"315757";"MESTRADO EM ESTUDOS DA LINGUAGEM";"12";"24";"30";"12";"24";"30";"0";"0";"0";"";"0";"0";"0";"0";"1";"12";"24";"0";"";"";"2";"2013";"";
"140086";"02";"";"315767";"DOUTORADO EM ARQUITETURA E URBANISMO";"24";"48";"60";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"2";"12";"20";"";"0";"";"1";"2007";"";
"89976344";"DOUT1";"";"315734";"DOUTORADO EM PATOLOGIA ORAL";"24";"48";"54";"24";"48";"54";"25";"376";"1";"";"0";"375";"25";"0";"1";"12";"24";"0";"";"";"1";"2012";"";
"121784348";"dout17";"";"315746";"DOUTORADO EM EDUCAÇÃO";"24";"36";"48";"24";"36";"48";"10";"330";"30";"";"0";"120";"8";"180";"";"";"";"0";"";"";"1";"2017";"";
"119510147";"01";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS - NATAL - N";"118921874";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS";"9";"9";"13";"";"";"";"68";"2920";"300";"200";"240";"2020";"68";"400";"";"";"";"180";"";"0";"2";"2016";"";
"507863461";"01A";"EDUCAÇÃO FÍSICA - NATAL - TN - BACHARELADO";"2000022";"EDUCAÇÃO FÍSICA";"9";"9";"14";"";"";"";"118";"3215";"780";"0";"240";"1770";"118";"665";"4";"20";"32";"60";"";"0";"1";"2011";"";
"101785246";"03";"GEOGRAFIA - NATAL - I - LICENCIATURA";"2671321";"GEOGRAFIA";"8";"8";"12";"";"";"";"130";"2850";"300";"0";"240";"1950";"130";"600";"4";"21";"40";"60";"";"675";"1";"2014";"";
"89554733";"01A";"ENFERMAGEM - SANTA CRUZ - MT - FORMAÇÃO";"13027790";"ENFERMAGEM";"9";"9";"12";"";"";"";"119";"4040";"90";"0";"240";"3000";"119";"950";"2";"98";"99";"15";"";"0";"1";"2012";"";
"122312896";"FST-M17";"";"315789";"MESTRADO EM FISIOTERAPIA";"12";"24";"30";"12";"24";"30";"25";"375";"135";"";"0";"240";"16";"0";"";"";"";"1";"";"";"1";"2017";"";
"28561390";"PRO-1";"";"315748";"MESTRADO EM ENGENHARIA DE PRODUÇÃO";"12";"24";"30";"12";"24";"30";"24";"360";"180";"";"0";"180";"12";"0";"1";"12";"48";"0";"";"";"2";"2010";"";
"122651159";"GEO17D";"";"95953799";"DOUTORADO EM GEOGRAFIA";"24";"48";"54";"24";"48";"54";"32";"480";"330";"";"0";"150";"10";"0";"";"";"";"0";"";"";"1";"2017";"";
"119143253";"02";"ENGENHARIA AMBIENTAL - NATAL - MT - FORMAÇÃO";"85322571";"ENGENHARIA AMBIENTAL";"10";"10";"14";"";"";"";"98";"3870";"390";"200";"120";"3030";"98";"250";"";"";"";"15";"";"0";"2";"2016";"";
"105755388";"01";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"6";"7";"10";"";"";"";"40";"2600";"360";"140";"120";"2100";"40";"0";"2";"28";"32";"30";"";"0";"2";"2014";"";
